id,name,type,price,price_change,price_radio
600726.SH,华电能源,"电力、热力生产和供应业,AB股,国企改革",2.72,0.06,2.2556
600727.SH,鲁北化工,"化学原料和化学制品制造业,国企改革,磷化工,钛白粉",15.38,-0.51,-3.2096
600728.SH,佳都科技,"软件和信息技术服务业,上证380,中证500,云计算,人工智能,华为昇腾,华为概念,国家安防,大数据,富时罗素,智慧城市,智能机器,机构重仓,标准普尔,沪股通,独角兽,生物识别,移动支付,蚂蚁概念,超清视频",8.32,0.07,0.8485
600729.SH,重庆百货,"零售业,上证380,中证500,互联金融,养老金,内贸流通,北京冬奥,国企改革,富时罗素,成渝特区,标准普尔,电商概念,证金持股",24.68,0.17,0.6936
600730.SH,中国高科,"教育,中字头,创投,在线教育,机构重仓,长江三角",5.84,-0.17,-2.8286
600731.SH,湖南海利,"化学原料和化学制品制造业,食品安全",8.79,-0.1,-1.1249
600732.SH,爱旭股份,"电气机械和器材制造业,QFII重仓,中证500,太阳能,股权激励,长江三角,预亏预减",13.38,0.1,0.753
600733.SH,北汽蓝谷,"汽车制造业,MSCI中国,中证500,华为概念,华为汽车,固态电池,富时罗素,成渝特区,换电概念,新能源车,无人驾驶,机构重仓,标准普尔,汽车芯片,百度概念,融资融券",12.64,0.09,0.7171
600734.SH,*ST实达,"计算机、通信和其他电子设备制造业,5G概念,ST股,创投,国产软件,国家安防,智能穿戴,物联网",2.75,-0.14,-4.8443
600735.SH,新华锦,"皮革、毛皮、羽毛及其制品和制鞋业,RCEP概念,一带一路,养老概念,医疗器械,婴童概念,石墨烯,贬值受益",6.86,0.15,2.2355
600736.SH,苏州高新,"房地产业,乡村振兴,互联金融,人工智能,军工,军民融合,创投,参股新三板,国产芯片,太阳能,富时罗素,新能源,机构重仓,水利建设,节能环保,融资融券,证金持股,长江三角",4.36,-0.01,-0.2288
600737.SH,中粮糖业,"农副食品加工业,中字头,中证500,乡村振兴,农业种植,国企改革,富时罗素,证金持股",9.87,-0.28,-2.7586
600738.SH,丽尚国潮,"零售业,上证380,内贸流通,新零售,标准普尔,沪股通",5.62,-0.02,-0.3546
600739.SH,辽宁成大,"批发业,MSCI中国,上证180_,中证500,内贸流通,分拆预期,创投,参股保险,参股券商,富时罗素,标准普尔,油气设服,生物疫苗",23.82,-0.26,-1.0797
600740.SH,山西焦化,"石油加工、炼焦和核燃料加工业,上证380,国企改革,富时罗素,机构重仓,沪股通,煤化工",9.88,-0.28,-2.7559
600741.SH,华域汽车,"汽车制造业,HS300_,MSCI中国,上证180_,参股券商,富时罗素,新能源车,无人驾驶,标准普尔,沪企改革,特斯拉,证金持股",23.12,0.15,0.653
600742.SH,一汽富维,"汽车制造业,上证380,东北振兴,参股保险,国企改革,富时罗素,标准普尔,预盈预增",9.68,0.01,0.1034
600743.SH,华远地产,"房地产业,REITs概念,机构重仓,证金持股",1.95,-0.04,-2.01
600744.SH,华银电力,"电力、热力生产和供应业,创投,国企改革,太阳能,新能源,机构重仓,核能核电,碳交易,风能",7.24,0.19,2.695
600745.SH,闻泰科技,"计算机、通信和其他电子设备制造业,5G概念,HS300_,MSCI中国,上证180_,上证50_,人工智能,健康中国,半导体,华为概念,国产芯片,增强现实,富时罗素,无线耳机,氮化镓,汽车芯片,沪股通,移动支付,第三代半导体,股权激励,苹果概念,融资融券,车联网,转债标的",96.89,-0.68,-0.6969
600746.SH,江苏索普,"化学原料和化学制品制造业,机构重仓,长江三角,预盈预增",21.55,-1.14,-5.0242
600748.SH,上实发展,"房地产业,上证380,养老概念,土地流转,富时罗素,标准普尔,证金持股,长江三角",4.1,-0.04,-0.9662
600749.SH,西藏旅游,"公共设施管理业,体育产业",11.23,0,0
600750.SH,江中药业,"医药制造业,上证380,中药,参股银行,机构重仓,标准普尔,白酒,证金持股",12.78,0.15,1.1876
600751.SH,海航科技,"批发业,AB股,一带一路,云计算,人工智能,内贸流通,滨海新区,雄安新区",3.45,-0.07,-1.9886
600753.SH,东方银星,"批发业,内贸流通,半导体,煤化工",29.96,-1.34,-4.2812
600754.SH,锦江酒店,"住宿业,AB股,上证380,中证500,共享经济,内贸流通,参股券商,基金重仓,富时罗素,标准普尔,沪企改革,融资融券,长江三角",42.61,0.82,1.9622
600755.SH,厦门国贸,"批发业,一带一路,上证380,中证500,京东金融,内贸流通,参股券商,参股期货,参股银行,天然气,富时罗素,标准普尔,独角兽,股权激励,转债标的,预盈预增",8.81,-0.19,-2.1111
600756.SH,浪潮软件,"软件和信息技术服务业,云计算,人工智能,国产软件,国资云概念,大数据,富时罗素,工业互联,智慧政务,标准普尔",13.45,-0.27,-1.9679
600757.SH,长江传媒,"新闻和出版业,养老金,在线教育,标准普尔,知识产权,证金持股",5.41,-0.01,-0.1845
600758.SH,辽宁能源,"煤炭开采和洗选业,东北振兴,机构重仓,碳交易,风能",4.44,-0.17,-3.6876
600759.SH,洲际油气,"石油和天然气开采业,土地流转,天然气,昨日触板,燃料电池",4.23,0.31,7.9082
600760.SH,中航沈飞,"铁路、船舶、航空航天和其他运输设备制造业,HS300_,MSCI中国,上证180_,军工,军民融合,国企改革,国家安防,基金重仓,大飞机,富时罗素,无人机,标准普尔,沪股通,融资融券",69.71,-1.53,-2.1477
600761.SH,安徽合力,"专用设备制造业,QFII重仓,国企改革,工程机械,新能源车,证金持股",10.86,0,0
600763.SH,通策医疗,"卫生,HS300_,上证180_,健康中国,区块链,医疗器械,基金重仓,婴童概念,宁组合,富时罗素,昨日涨停,标准普尔,茅指数,融资融券,辅助生殖",282.04,25.64,10
600764.SH,中国海防,"计算机、通信和其他电子设备制造业,上证380,中字头,中证500,军工,军民融合,北斗导航,国企改革,新能源车,沪股通,移动支付,航母概念,融资融券,量子通信,风能",27.53,0.04,0.1455
600765.SH,中航重机,"铁路、船舶、航空航天和其他运输设备制造业,2025规划,上证380,中证500,军工,军民融合,国企改革,基金重仓,大飞机,新能源,标准普尔,航母概念,风能",31.26,-3.47,-9.9914
600766.SH,*ST园城,"综合,ST股,壳资源,黄金概念",4.72,-0.12,-2.4793
600767.SH,运盛医疗,"软件和信息技术服务业,PPP模式,互联医疗,健康中国,股权转让,长江三角",6.94,-0.23,-3.2078
600768.SH,宁波富邦,"有色金属冶炼和压延加工业,体育产业,长江三角",9.01,-0.15,-1.6376
600769.SH,祥龙电业,"水的生产和供应业,壳资源",5.92,-0.29,-4.6699
600770.SH,综艺股份,"综合,云计算,人工智能,创投,半导体,国产芯片,太阳能,手游概念,新能源,独角兽,电商概念,网络游戏,长江三角",6.42,-0.1,-1.5337
600771.SH,广誉远,"医药制造业,中药,互联医疗,健康中国,独家药品,白酒,纾困概念",28.77,0.52,1.8407
600773.SH,西藏城投,"房地产业,国企改革,盐湖提锂,石墨烯,稀缺资源,超级电容,锂电池",31.98,-1.05,-3.1789
600774.SH,汉商集团,"零售业,内贸流通,医疗器械,医疗美容,新零售,辅助生殖,预盈预增",15.86,-0.1,-0.6266
600775.SH,南京熊猫,"计算机、通信和其他电子设备制造业,AH股,军工,北斗导航,国企改革,富时罗素,工业互联,无人机,智慧城市,智能机器,标准普尔,长江三角",6.93,-0.19,-2.6685
600776.SH,东方通信,"计算机、通信和其他电子设备制造业,5G概念,AB股,上证380,中证500,国企改革,富时罗素,网络安全,量子通信,长江三角",11.32,-0.02,-0.1764
600777.SH,新潮能源,"石油和天然气开采业,天然气,富时罗素,标准普尔,油价相关,赛马概念,页岩气",2.89,-0.04,-1.3652
600778.SH,友好集团,"零售业,一带一路,内贸流通,壳资源,新零售",4.62,-0.02,-0.431
600779.SH,水井坊,"酒、饮料和精制茶制造业,上证180_,中证500,创投,富时罗素,成渝特区,标准普尔,沪股通,白酒,融资融券",121.59,5.31,4.5666
600780.SH,通宝能源,"电力、热力生产和供应业,证金持股",4.4,0.06,1.3825
600781.SH,ST辅仁,"医药制造业,ST股,中药,创投,参股券商,长江三角",3.47,-0.03,-0.8571
600782.SH,新钢股份,"黑色金属冶炼和压延加工业,上证380,中证500,分拆预期,富时罗素,机构重仓,标准普尔,沪股通,融资融券,预盈预增",9.04,-0.71,-7.2821
600783.SH,鲁信创投,"资本市场服务,军民融合,创投,参股券商,参股新三板,机构重仓",13.78,-0.48,-3.3661
600784.SH,鲁银投资,"食品制造业,债转股,参股银行,国企改革,太阳能",5.5,-0.07,-1.2567
600785.SH,新华百货,"零售业,互联金融,内贸流通,新零售,移动支付",11.35,-0.56,-4.7019
600787.SH,中储股份,"仓储业,QFII重仓,上证380,中字头,中证500,京津冀,冷链物流,国企改革,富时罗素,快递概念,机构重仓,标准普尔,滨海新区,证金持股",7.2,-0.04,-0.5525
600789.SH,鲁抗医药,"医药制造业,参股银行,国企改革,流感,病毒防治,超级真菌,阿兹海默",7.08,-0.01,-0.141
600790.SH,轻纺城,"商务服务业,IPO受益,创投,参股银行,电商概念,长江三角",3.14,-0.03,-0.9464
600791.SH,京能置业,"房地产业,京津冀,参股银行",3.65,-0.14,-3.6939
600792.SH,云煤能源,"石油加工、炼焦和核燃料加工业,煤化工,稀缺资源",5.24,-0.21,-3.8532
600793.SH,宜宾纸业,"造纸和纸制品业,成渝特区",13.18,-0.46,-3.3724
600794.SH,保税科技,"仓储业,IPO受益,举牌,电商概念,长江三角",3.33,-0.04,-1.1869
600795.SH,国电电力,"电力、热力生产和供应业,HS300_,MSCI中国,上证380,东北振兴,国企改革,富时罗素,标准普尔,沪股通,证金持股,风能",2.96,0.11,3.8597
600796.SH,钱江生化,"化学原料和化学制品制造业,创投,天然气,太阳能,长江三角",7.01,0.24,3.5451
600797.SH,浙大网新,"软件和信息技术服务业,云计算,互联医疗,人工智能,区块链,国产软件,大数据,数据中心,智慧城市,智慧政务,物联网,移动支付,股权转让,铁路基建,长江三角,阿里概念",6.5,-0.08,-1.2158
600798.SH,宁波海运,"水上运输业,一带一路,海洋经济,融资融券,长江三角",5.27,0.08,1.5414
600800.SH,渤海化学,"化学原料和化学制品制造业,化工原料,滨海新区,物联网",5.01,0.02,0.4008
600801.SH,华新水泥,"非金属矿物制品业,AB股,一带一路,上证380,中证500,参股保险,参股银行,富时罗素,机构重仓,标准普尔,证金持股",24.23,-0.17,-0.6967
600802.SH,福建水泥,"非金属矿物制品业,上证380,参股券商,参股银行,富时罗素,沪股通",8.47,0.01,0.1182
600803.SH,新奥股份,"燃气生产和供应业,上证380,中证500,天然气,富时罗素,新能源,机构重仓,氢能源,油气设服,燃料电池,融资融券,雄安新区,预盈预增",20.86,-0.72,-3.3364
600804.SH,鹏博士,"互联网和相关服务,5G概念,VPN,中证500,云游戏,云计算,华为概念,国家安防,在线教育,大数据,成渝特区,数据中心,智能家居,智能电视,标准普尔,物联网,超清视频,边缘计算,远程办公",7.11,0.34,5.0222
600805.SH,悦达投资,"综合,参股银行,垃圾分类,快递概念,新能源车,生态农业,长江三角",4.13,0,0
600807.SH,济南高新,"房地产业,小金属,黄金概念",3.06,-0.04,-1.2903
600808.SH,马钢股份,"黑色金属冶炼和压延加工业,AH股,MSCI中国,上证380,中证500,富时罗素,数据中心,机构重仓,标准普尔,证金持股,铁路基建",5.93,-0.3,-4.8154
600809.SH,山西汾酒,"酒、饮料和精制茶制造业,HS300_,MSCI中国,上证180_,上证50_,国企改革,基金重仓,富时罗素,标准普尔,沪股通,白酒",316.86,19.61,6.5971
600810.SH,神马股份,"化学纤维制造业,融资融券,转债标的",16.74,0.48,2.952
600811.SH,东方集团,"农副食品加工业,IPO受益,上证380,东北振兴,中证500,乡村振兴,人造肉,农业种植,创投,参股银行,土地流转,富时罗素,标准普尔,电商概念",3.18,-0.1,-3.0488
600812.SH,华北制药,"医药制造业,MSCI中国,单抗概念,流感,生物疫苗,维生素,肝素概念,融资融券,证金持股,雄安新区",8.4,0.06,0.7194
600814.SH,杭州解百,"零售业,体育产业,内贸流通,医疗美容,新零售,标准普尔,电商概念,退税商店,长江三角",6.48,-0.04,-0.6135
600815.SH,厦工股份,"专用设备制造业,工程机械,机构重仓",3.08,-0.04,-1.2821
600816.SH,ST安信,"其他金融业,MSCI中国,ST股,参股保险,参股银行,标准普尔,长江三角",4.56,0.09,2.0134
600817.SH,宇通重工,"专用设备制造业,新能源车,机构重仓,节能环保",14.83,0.05,0.3383
600818.SH,中路股份,"铁路、船舶、航空航天和其他运输设备制造业,AB股,共享经济,参股新三板,机构重仓,知识产权,网红直播,长江三角,风能",9.94,0.09,0.9137
600819.SH,耀皮玻璃,"非金属矿物制品业,AB股,机构重仓,沪企改革,长江三角",6.3,-0.36,-5.4054
600820.SH,隧道股份,"土木工程建筑业,EDA概念,MSCI中国,PPP模式,一带一路,上证380,中证500,国产芯片,富时罗素,标准普尔,氢能源,铁路基建,长江三角,雄安新区",5.86,-0.02,-0.3401
600821.SH,金开新能,"电力、热力生产和供应业,国企改革,太阳能,新能源,昨日涨停,滨海新区,风能",7.33,0.67,10.0601
600822.SH,上海物贸,"批发业,AB股,上海自贸,内贸流通,机构重仓,沪企改革,融资融券,进口博览,长江三角",8.8,-0.08,-0.9009
600823.SH,世茂股份,"房地产业,上证380,中证500,参股券商,富时罗素,影视概念,标准普尔,证金持股,长江三角",3.57,-0.09,-2.459
600824.SH,益民集团,"零售业,养老概念,内贸流通,国企改革,新零售,沪企改革,长江三角,黄金概念",3.72,-0.04,-1.0638
600825.SH,新华传媒,"新闻和出版业,创投,沪企改革,独角兽,长江三角",4.2,-0.08,-1.8692
600826.SH,兰生股份,"商务服务业,上海自贸,体育产业,参股券商,标准普尔,沪企改革,证金持股,进口博览,长江三角,预盈预增",8.76,0,0
600827.SH,百联股份,"零售业,AB股,上证180_,中证500,免税概念,养老金,内贸流通,参股券商,参股银行,国企改革,富时罗素,新零售,沪股通,电商概念,退税商店,长江三角,阿里概念",13.79,-0.2,-1.4296
600828.SH,茂业商业,"零售业,内贸流通,参股券商,参股银行,地摊经济,富时罗素,成渝特区,标准普尔,退税商店",3.82,0.07,1.8667
600829.SH,人民同泰,"批发业,东北振兴,中药,内贸流通,冷链物流,医疗器械,电商概念",6.09,-0.2,-3.1796
600830.SH,香溢融通,"租赁业,长江三角,预盈预增",5.09,0.05,0.9921
600831.SH,广电网络,"电信、广播电视和卫星传输服务,云计算,互联金融,债转股,华为概念,大数据,广电,数据中心,智慧城市,知识产权,超清视频,转债标的",5.58,-0.07,-1.2389
600833.SH,第一医药,"零售业,内贸流通,国企改革,沪企改革,长江三角",8.6,-0.06,-0.6928
600834.SH,申通地铁,"道路运输业,EDA概念,充电桩,国产芯片,太阳能,移动支付,长江三角",10.81,-0.21,-1.9056
600835.SH,上海机电,"通用设备制造业,AB股,上证380,中证500,富时罗素,智能机器,机构重仓,标准普尔,节能环保,证金持股,长江三角",15.28,-0.19,-1.2282
600836.SH,上海易连,"印刷和记录媒介复制业,上海自贸,壳资源,沪企改革,物联网,长江三角",7.09,-0.16,-2.2069
600837.SH,海通证券,"资本市场服务,AH股,HS300_,MSCI中国,上证180_,上证50_,互联金融,券商概念,富时罗素,标准普尔,证金持股,长江三角,预盈预增",12.29,0.17,1.4026
600838.SH,上海九百,"零售业,内贸流通,国企改革,新零售,长江三角",5.95,0.03,0.5068
600839.SH,四川长虹,"计算机、通信和其他电子设备制造业,OLED,中证500,人工智能,储能,军工,军民融合,区块链,华为概念,国产芯片,工业互联,成渝特区,智能家居,智能电视,物联网,磁悬浮概念,网红直播,超清视频,锂电池",3.02,0.01,0.3322
600841.SH,上柴股份,"通用设备制造业,AB股,国企改革,长江三角",11.94,0.44,3.8261
600843.SH,上工申贝,"专用设备制造业,AB股,国企改革,工业互联,智能机器,机构重仓,沪企改革,长江三角",6.48,-0.03,-0.4608
600844.SH,丹化科技,"化学原料和化学制品制造业,AB股,煤化工,降解塑料",4.98,-0.36,-6.7416
600845.SH,宝信软件,"软件和信息技术服务业,AB股,HS300_,万达概念,上证380,云计算,华为概念,国产软件,国企改革,基金重仓,大数据,富时罗素,工业互联,数据中心,标准普尔,股权激励,融资融券,超清视频,车联网,边缘计算,长江三角",67.67,0.01,0.0148
600846.SH,同济科技,"土木工程建筑业,EDA概念,PPP模式,上证380,参股银行,国企改革,垃圾分类,富时罗素,标准普尔,节能环保,长江三角,雄安新区",8.48,-0.07,-0.8187
600847.SH,万里股份,"电气机械和器材制造业,成渝特区",8.9,-0.21,-2.3052
600848.SH,上海临港,"房地产业,AB股,HS300_,MSCI中国,上海自贸,上证380,创投,商汤概念,富时罗素,标准普尔,核能核电,沪企改革,沪股通,独角兽,融资融券,长江三角",15.07,0.1,0.668
600850.SH,电科数字,"软件和信息技术服务业,上证380,云游戏,云计算,华为概念,国产软件,国企改革,大数据,富时罗素,工业互联,数据中心,标准普尔,物联网,网络安全,融资融券,车联网,远程办公,长江三角",28.44,0.23,0.8153
600851.SH,海欣股份,"医药制造业,AB股,免疫治疗,北京冬奥,参股券商,参股新三板,机构重仓,生物疫苗,证金持股,长江三角",10.48,0.3,2.9469
600853.SH,龙建股份,"土木工程建筑业,PPP模式,一带一路,东北振兴,生态农业",2.62,-0.01,-0.3802
600854.SH,春兰股份,"电气机械和器材制造业,壳资源,锂电池,长江三角",3.67,0,0
600855.SH,航天长峰,"专用设备制造业,储能,军工,军民融合,医疗器械,国企改革,国家安防,大飞机,工业母机,物联网",12.65,-0.09,-0.7064
600856.SH,ST中天,"燃气生产和供应业,ST股,天然气,纾困概念",2.07,0.03,1.4706
600857.SH,宁波中百,"零售业,内贸流通,壳资源,长江三角",9.41,-0.04,-0.4233
600858.SH,银座股份,"零售业,内贸流通,新零售,机构重仓,股权激励,预盈预增",5.38,-0.01,-0.1855
600859.SH,王府井,"零售业,MSCI中国,上证180_,中证500,免税概念,内贸流通,北京冬奥,字节概念,富时罗素,新零售,标准普尔,电商概念,股权激励,送转预期",30.7,0,0
600860.SH,京城股份,"专用设备制造业,AH股,天然气,标准普尔,氢能源,沪股通,燃料电池",6.83,-0.16,-2.289
600861.SH,北京城乡,"零售业,QFII重仓,内贸流通,机构重仓,电商概念",21.74,0.42,1.97
600862.SH,中航高科,"铁路、船舶、航空航天和其他运输设备制造业,2025规划,MSCI中国,上证180_,中证500,军工,创投,参股新三板,国企改革,基金重仓,大飞机,工业母机,新材料,沪股通,独角兽,融资融券,通用航空,长江三角",31.41,0.01,0.0318
600863.SH,内蒙华电,"电力、热力生产和供应业,上证380,中证500,国企改革,富时罗素,昨日涨停,标准普尔,证金持股,转债标的,风能",3.67,0.33,9.8802
600864.SH,哈投股份,"资本市场服务,东北振兴,互联金融,券商概念,参股券商,参股银行,融资融券",6.24,0.07,1.1345
600865.SH,百大集团,"零售业,健康中国,内贸流通,独角兽,退税商店,长江三角",8.05,-0.25,-3.012
600866.SH,星湖科技,"食品制造业,IPO受益,国企改革",3.95,-0.05,-1.25
600867.SH,通化东宝,"医药制造业,MSCI中国,QFII重仓,上证180_,东北振兴,中证500,互联医疗,基因测序,富时罗素,标准普尔,独家药品",10.71,0.08,0.7526
600868.SH,梅雁吉祥,"电力、热力生产和供应业,参股银行,粤港自贸",3.03,0.04,1.3378
600869.SH,远东股份,"电气机械和器材制造业,云计算,互联金融,充电桩,参股银行,新能源车,智慧城市,智能电网,核能核电,水利建设,特高压,独角兽,电商概念,节能环保,融资融券,锂电池",6.49,0.01,0.1543
600870.SH,*ST厦华,"计算机、通信和其他电子设备制造业,ST股",4.09,0.04,0.9877
600871.SH,石化油服,"开采辅助活动,AH股,中证500,可燃冰,国企改革,天然气,富时罗素,机构重仓,标准普尔,油气设服,海工装备,碳交易,融资融券,长江三角,页岩气",2.57,0.01,0.3906
600872.SH,中炬高新,"食品制造业,HS300_,MSCI中国,上证180_,养老金,参股银行,基金重仓,富时罗素,标准普尔,稀土永磁",29.96,0.35,1.182
600873.SH,梅花生物,"食品制造业,参股银行,生物疫苗,病毒防治",6.84,-0.1,-1.4409
600874.SH,创业环保,"水的生产和供应业,AH股,PPP模式,上证380,京津冀,富时罗素,标准普尔,滨海新区,节能环保,证金持股",6.33,0.06,0.9569
600875.SH,东方电气,"通用设备制造业,AH股,一带一路,中证500,储能,国企改革,富时罗素,成渝特区,抽水蓄能,新能源车,标准普尔,核能核电,氢能源,燃料电池,贬值受益,风能",17.02,0.71,4.3532
600876.SH,洛阳玻璃,"非金属矿物制品业,AH股,国企改革,太阳能,标准普尔",20.25,-0.02,-0.0987
600877.SH,电能股份,"计算机、通信和其他电子设备制造业,半导体,国产芯片,国企改革,成渝特区,航天概念",15.3,0.29,1.932
600879.SH,航天电子,"专用设备制造业,上证380,中证500,军工,军民融合,北斗导航,国产芯片,国企改革,天基互联,富时罗素,无人机,标准普尔,特高压,空间站概念,航天概念,量子通信",7.74,0.04,0.5195
600880.SH,博瑞传播,"新闻和出版业,NFT概念,互联金融,参股银行,在线教育,成渝特区,手游概念,电子竞技,知识产权,网络游戏",3.68,-0.02,-0.5405
600881.SH,亚泰集团,"非金属矿物制品业,中药,中证500,参股券商,参股银行,机构重仓",3.13,-0.07,-2.1875
600882.SH,妙可蓝多,"食品制造业,MSCI中国,QFII重仓,乳业,参股券商,参股银行,基金重仓,婴童概念,预盈预增",51.35,-0.15,-0.2913
600883.SH,博闻科技,"非金属矿物制品业,壳资源",8.35,-0.05,-0.5952
600884.SH,杉杉股份,"电气机械和器材制造业,万达概念,中证500,储能,充电桩,创投,参股银行,固态电池,太阳能,小金属,新材料,新能源车,标准普尔,氟化工,独角兽,石墨烯,稀缺资源,苹果概念,超级电容,锂电池,长江三角,预盈预增",37.49,0.08,0.2139
600885.SH,宏发股份,"电气机械和器材制造业,QFII重仓,上证380,中证500,基金重仓,太阳能,富时罗素,新材料,新能源,新能源车,标准普尔,特斯拉,融资融券",64,0.15,0.2349
600886.SH,国投电力,"电力、热力生产和供应业,GDR,HS300_,MSCI中国,上证180_,国企改革,富时罗素,标准普尔,证金持股",10.32,0.63,6.5015
600887.SH,伊利股份,"食品制造业,HS300_,MSCI中国,上证180_,上证50_,乳业,基金重仓,央视50_,婴童概念,富时罗素,标准普尔,茅指数,证金持股,超级品牌",35.49,0.44,1.2554
600888.SH,新疆众和,"计算机、通信和其他电子设备制造业,军工,参股银行,新材料,石墨烯,稀缺资源,融资融券,预盈预增",10.5,-0.4,-3.6697
600889.SH,南京化纤,"化学纤维制造业,IPO受益,参股券商,长江三角,风能",7.5,0.09,1.2146
600890.SH,*ST中房,"房地产业,ST股",3.27,-0.12,-3.5398
600892.SH,大晟文化,"软件和信息技术服务业,创投,影视概念,深圳特区,网络游戏",3.55,-0.06,-1.662
600893.SH,航发动力,"铁路、船舶、航空航天和其他运输设备制造业,HS300_,MSCI中国,上证180_,上证50_,军工,参股银行,国企改革,大飞机,太阳能,富时罗素,新能源,无人机,标准普尔,独角兽,航母概念,证金持股,通用航空",52.67,-1.92,-3.5171
600894.SH,广日股份,"通用设备制造业,LED,一带一路,人工智能,充电桩,冷链物流,创投,大数据,工业4.0,新能源车,智慧城市,智能机器,物联网,粤港自贸,证金持股,铁路基建",7.1,0,0
600895.SH,张江高科,"房地产业,MSCI中国,REITs概念,上海自贸,上证180_,中证500,光刻胶,创投,半导体,参股券商,参股新三板,富时罗素,新能源车,标准普尔,沪企改革,独角兽,租售同权,蚂蚁概念,证金持股,阿里概念",16.92,-0.29,-1.6851
600896.SH,*ST海医,"卫生,ST股,互联医疗,医疗美容",4.08,0.08,2
600897.SH,厦门空港,"航空运输业,富时罗素,标准普尔,融资融券",16.29,-0.02,-0.1226
600898.SH,ST美讯,"计算机、通信和其他电子设备制造业,ST股",4.85,-0.05,-1.0204
600900.SH,长江电力,"电力、热力生产和供应业,GDR,HS300_,MSCI中国,上证180_,创投,参股银行,国企改革,富时罗素,标准普尔,核能核电,水利建设,茅指数,证金持股,风能",20.31,0.55,2.7834
600901.SH,江苏租赁,"货币金融服务,QFII重仓,中证500,机构重仓,标准普尔,融资融券",5.32,-0.04,-0.7463
600903.SH,贵州燃气,"燃气生产和供应业,上证380,中证500,天然气,富时罗素,标准普尔,沪股通,融资融券",11.73,0.24,2.0888
600905.SH,三峡能源,"电力、热力生产和供应业,储能,北京冬奥,太阳能,新能源,昨日涨停,机构重仓,次新股,碳交易,风能",6.62,0.6,9.9668
600906.SH,财达证券,"资本市场服务,互联金融,券商概念,次新股,雄安新区",13.7,0.16,1.1817
600908.SH,无锡银行,"货币金融服务,QFII重仓,中证500,互联金融,机构重仓,转债标的",6.1,-0.03,-0.4894
600909.SH,华安证券,"资本市场服务,MSCI中国,上证180_,中证500,互联金融,券商概念,富时罗素,机构重仓,标准普尔,沪股通,融资融券,转债标的",5.59,-0.02,-0.3565
600916.SH,中国黄金,"零售业,内贸流通,国企改革,次新股,融资融券,预盈预增,黄金概念",14.94,-0.15,-0.994
600917.SH,重庆燃气,"燃气生产和供应业,上证380,中证500,天然气,标准普尔,油气设服,融资融券,证金持股",10.16,0.13,1.2961
600918.SH,中泰证券,"资本市场服务,HS300_,MSCI中国,上证180_,上证50_,互联金融,券商概念,富时罗素,沪股通,融资融券",10.31,0.02,0.1944
600919.SH,江苏银行,"货币金融服务,HS300_,MSCI中国,上证180_,互联金融,区块链,富时罗素,标准普尔,沪股通,融资融券,转债标的",5.99,-0.19,-3.0744
600926.SH,杭州银行,"货币金融服务,HS300_,MSCI中国,上证180_,互联金融,富时罗素,标准普尔,沪股通,融资融券,转债标的",15.2,0.59,4.0383
600928.SH,西安银行,"货币金融服务,中证500,互联金融,富时罗素,蚂蚁概念,融资融券",4.45,-0.04,-0.8909
600929.SH,雪天盐业,"食品制造业,机构重仓,融资融券,转债标的",8.32,0.08,0.9709
600933.SH,爱柯迪,"汽车制造业,上证380,富时罗素,新能源车,标准普尔,沪股通,股权激励,贬值受益",11.76,-0.35,-2.8902
600936.SH,广西广电,"电信、广播电视和卫星传输服务,云计算,大数据,广电,融资融券,超清视频,阿里概念",2.73,-0.02,-0.7273
600939.SH,重庆建工,"房屋建筑业,转债标的",3.6,-0.04,-1.0989
600955.SH,维远股份,"化学原料和化学制品制造业,化工原料,新材料,次新股",51.51,4.68,9.9936
600956.SH,新天绿能,"燃气生产和供应业,AH股,上证380,中证500,天然气,太阳能,抽水蓄能,新能源,氢能源,沪股通,碳交易,预盈预增,风能",17.7,0.96,5.7348
600958.SH,东方证券,"资本市场服务,AH股,HS300_,IPO受益,MSCI中国,上证180_,互联金融,券商概念,富时罗素,标准普尔,融资融券,证金持股,预盈预增",16.76,0.14,0.8424
600959.SH,江苏有线,"电信、广播电视和卫星传输服务,中证500,广电,影视概念,智能电视,融资融券,长江三角",3.06,-0.02,-0.6494
600960.SH,渤海汽车,"汽车制造业,工业母机,新能源车",4.09,-0.08,-1.9185
600961.SH,株冶集团,"有色金属冶炼和压延加工业,国企改革,基本金属,小金属",11.34,0.06,0.5319
600962.SH,国投中鲁,"酒、饮料和精制茶制造业,国企改革",9,-0.08,-0.8811
600963.SH,岳阳林纸,"造纸和纸制品业,国企改革,工业大麻,碳交易,稀缺资源,节能环保,融资融券,雄安新区,预盈预增",7.61,-0.49,-6.0494
600965.SH,福成股份,"农副食品加工业,京津冀,冷链物流,标准普尔,生态农业,网红直播,融资融券",6.19,0,0
600966.SH,博汇纸业,"造纸和纸制品业,上证380,基金重仓,机构重仓,沪股通,融资融券",12,-0.48,-3.8462
600967.SH,内蒙一机,"铁路、船舶、航空航天和其他运输设备制造业,MSCI中国,上证380,中证500,军工,军民融合,国企改革,机构重仓,标准普尔,铁路基建",10.16,-0.34,-3.2381
600968.SH,海油发展,"开采辅助活动,MSCI中国,上证380,中证500,储能,北斗导航,富时罗素,沪股通,油气设服,碳交易,融资融券,锂电池,风能",3.21,-0.1,-3.0211
600969.SH,郴电国际,"电力、热力生产和供应业,充电桩,天然气,工业气体,氢能源,燃料电池,节能环保",7.36,0.21,2.9371
